Method,Episode,Return,Cost,Cumulative Cost,Epsilon,Competence_Rho
Conservative,1,-0.54,0.0,0.0,0.05,0.0
Conservative,2,0.82,0.0,0.0,0.05,0.05
Conservative,3,-0.82,273.0,273.0,0.05,0.048
Conservative,4,-0.93,0.0,273.0,0.05,0.045
Conservative,5,-0.01,0.0,273.0,0.05,0.043
Conservative,6,-0.6,0.0,273.0,0.05,0.041
Conservative,7,0.7,0.0,273.0,0.05,0.089
Conservative,8,-0.08,0.0,273.0,0.05,0.084
Conservative,9,-0.22,0.0,273.0,0.05,0.08
Conservative,10,-1.4,0.0,273.0,0.05,0.076
Conservative,11,-0.39,0.0,273.0,0.05,0.072
Conservative,12,-0.25,0.0,273.0,0.05,0.069
Conservative,13,-1.94,90.0,363.0,0.05,0.065
Conservative,14,-1.95,0.0,363.0,0.05,0.062
Conservative,15,-0.65,384.0,747.0,0.05,0.059
Conservative,16,-0.17,0.0,747.0,0.05,0.056
Conservative,17,-3.06,0.0,747.0,0.05,0.053
Conservative,18,-0.08,0.0,747.0,0.05,0.05
Conservative,19,-0.26,0.0,747.0,0.05,0.048
Conservative,20,-1.15,0.0,747.0,0.05,0.046
Conservative,21,-0.79,0.0,747.0,0.05,0.043
Conservative,22,-0.31,227.0,974.0,0.05,0.041
Conservative,23,-0.01,0.0,974.0,0.05,0.039
Conservative,24,0.7,567.0,1541.0,0.05,0.037
Conservative,25,-0.16,0.0,1541.0,0.05,0.035
Conservative,26,-0.16,0.0,1541.0,0.05,0.033
Conservative,27,-0.19,0.0,1541.0,0.05,0.032
Conservative,28,-0.42,0.0,1541.0,0.05,0.03
Conservative,29,-0.31,0.0,1541.0,0.05,0.029
Conservative,30,-0.65,0.0,1541.0,0.05,0.027
Conservative,31,1.36,0.0,1541.0,0.05,0.076
Conservative,32,0.38,0.0,1541.0,0.05,0.122
Conservative,33,-0.69,0.0,1541.0,0.05,0.116
Conservative,34,0.06,0.0,1541.0,0.05,0.16
Conservative,35,-0.3,0.0,1541.0,0.05,0.152
Conservative,36,-1.3,0.0,1541.0,0.05,0.145
Conservative,37,-0.32,0.0,1541.0,0.05,0.137
Conservative,38,2.05,60.0,1601.0,0.05,0.13
Conservative,39,-0.72,52.0,1653.0,0.05,0.124
Conservative,40,-1.71,0.0,1653.0,0.05,0.118
Conservative,41,-0.82,0.0,1653.0,0.05,0.112
Conservative,42,0.17,0.0,1653.0,0.05,0.156
Conservative,43,0.02,0.0,1653.0,0.05,0.198
Conservative,44,0.61,49.0,1702.0,0.05,0.189
Conservative,45,0.55,0.0,1702.0,0.05,0.229
Conservative,46,-1.38,0.0,1702.0,0.05,0.218
Conservative,47,-0.18,0.0,1702.0,0.05,0.207
Conservative,48,-1.2,0.0,1702.0,0.05,0.196
Conservative,49,0.49,0.0,1702.0,0.05,0.237
Conservative,50,-0.1,0.0,1702.0,0.05,0.225
Conservative,51,-0.3,0.0,1702.0,0.05,0.214
Conservative,52,0.38,0.0,1702.0,0.05,0.253
Conservative,53,-0.38,0.0,1702.0,0.05,0.24
Conservative,54,-0.42,0.0,1702.0,0.05,0.228
Conservative,55,0.36,215.0,1917.0,0.05,0.217
Conservative,56,-0.5,0.0,1917.0,0.05,0.206
Conservative,57,-0.01,404.0,2321.0,0.05,0.196
Conservative,58,0.24,250.0,2571.0,0.05,0.186
Conservative,59,-0.16,332.0,2903.0,0.05,0.177
Conservative,60,-0.31,0.0,2903.0,0.05,0.168
Conservative,61,-0.44,0.0,2903.0,0.05,0.159
Conservative,62,-1.44,65.0,2968.0,0.05,0.151
Conservative,63,-1.54,27.0,2995.0,0.05,0.144
Conservative,64,-1.78,0.0,2995.0,0.05,0.137
Conservative,65,-0.01,6.0,3001.0,0.05,0.13
Conservative,66,0.46,152.0,3153.0,0.05,0.123
Conservative,67,-0.39,0.0,3153.0,0.05,0.117
Conservative,68,-0.89,0.0,3153.0,0.05,0.111
Conservative,69,-0.22,231.0,3384.0,0.05,0.106
Conservative,70,0.87,227.0,3611.0,0.05,0.1
Conservative,71,-0.14,0.0,3611.0,0.05,0.095
Conservative,72,-0.85,0.0,3611.0,0.05,0.091
Conservative,73,-0.18,0.0,3611.0,0.05,0.086
Conservative,74,1.57,0.0,3611.0,0.05,0.132
Conservative,75,-0.73,0.0,3611.0,0.05,0.125
Conservative,76,0.3,134.0,3745.0,0.05,0.119
Conservative,77,-0.76,0.0,3745.0,0.05,0.113
Conservative,78,-0.28,0.0,3745.0,0.05,0.107
Conservative,79,-0.31,0.0,3745.0,0.05,0.102
Conservative,80,-0.36,0.0,3745.0,0.05,0.097
Conservative,81,-1.17,0.0,3745.0,0.05,0.092
Conservative,82,-0.87,0.0,3745.0,0.05,0.087
Conservative,83,-0.84,0.0,3745.0,0.05,0.083
Conservative,84,-0.03,79.0,3824.0,0.05,0.079
Conservative,85,-2.23,0.0,3824.0,0.05,0.075
Conservative,86,-0.28,173.0,3997.0,0.05,0.071
Conservative,87,1.8,224.0,4221.0,0.05,0.068
Conservative,88,1.88,0.0,4221.0,0.05,0.114
Conservative,89,0.37,37.0,4258.0,0.05,0.109
Conservative,90,-0.25,0.0,4258.0,0.05,0.103
Conservative,91,0.2,28.0,4286.0,0.05,0.098
Conservative,92,0.19,0.0,4286.0,0.05,0.143
Conservative,93,0.05,0.0,4286.0,0.05,0.186
Conservative,94,-2.18,0.0,4286.0,0.05,0.177
Conservative,95,1.08,0.0,4286.0,0.05,0.218
Conservative,96,-1.11,0.0,4286.0,0.05,0.207
Conservative,97,-0.73,399.0,4685.0,0.05,0.197
Conservative,98,-1.2,328.0,5013.0,0.05,0.187
Conservative,99,-0.81,0.0,5013.0,0.05,0.177
Conservative,100,1.66,0.0,5013.0,0.05,0.219
Conservative,101,-1.22,0.0,5013.0,0.05,0.208
Conservative,102,-0.28,0.0,5013.0,0.05,0.197
Conservative,103,-0.15,0.0,5013.0,0.05,0.187
Conservative,104,-0.64,84.0,5097.0,0.05,0.178
Conservative,105,-1.23,0.0,5097.0,0.05,0.169
Conservative,106,-0.08,0.0,5097.0,0.05,0.161
Conservative,107,0.32,0.0,5097.0,0.05,0.203
Conservative,108,0.59,235.0,5332.0,0.05,0.192
Conservative,109,0.04,55.0,5387.0,0.05,0.183
Conservative,110,-0.02,0.0,5387.0,0.05,0.174
Conservative,111,-0.28,12.0,5399.0,0.05,0.165
Conservative,112,-0.81,0.0,5399.0,0.05,0.157
Conservative,113,-0.05,0.0,5399.0,0.05,0.149
Conservative,114,2.78,0.0,5399.0,0.05,0.191
Conservative,115,-0.87,174.0,5573.0,0.05,0.182
Conservative,116,-0.24,0.0,5573.0,0.05,0.173
Conservative,117,-0.66,106.0,5679.0,0.05,0.164
Conservative,118,-1.92,0.0,5679.0,0.05,0.156
Conservative,119,-0.21,633.0,6312.0,0.05,0.148
Conservative,120,-0.39,0.0,6312.0,0.05,0.141
Conservative,121,-1.46,96.0,6408.0,0.05,0.134
Conservative,122,2.29,184.0,6592.0,0.05,0.127
Conservative,123,0.92,46.0,6638.0,0.05,0.121
Conservative,124,0.06,0.0,6638.0,0.05,0.165
Conservative,125,-0.84,0.0,6638.0,0.05,0.156
Conservative,126,-0.33,0.0,6638.0,0.05,0.149
Conservative,127,-0.39,0.0,6638.0,0.05,0.141
Conservative,128,0.13,130.0,6768.0,0.05,0.134
Conservative,129,0.4,0.0,6768.0,0.05,0.177
Conservative,130,-0.0,0.0,6768.0,0.05,0.169
Conservative,131,-1.44,0.0,6768.0,0.05,0.16
Conservative,132,-0.13,0.0,6768.0,0.05,0.152
Conservative,133,0.56,0.0,6768.0,0.05,0.194
Conservative,134,0.18,0.0,6768.0,0.05,0.235
Conservative,135,-0.15,0.0,6768.0,0.05,0.223
Conservative,136,1.57,0.0,6768.0,0.05,0.262
Conservative,137,-0.32,0.0,6768.0,0.05,0.249
Conservative,138,-0.71,0.0,6768.0,0.05,0.236
Conservative,139,0.0,54.0,6822.0,0.05,0.225
Conservative,140,0.57,0.0,6822.0,0.05,0.263
Conservative,141,-1.13,0.0,6822.0,0.05,0.25
Conservative,142,-1.14,0.0,6822.0,0.05,0.238
Conservative,143,-0.76,0.0,6822.0,0.05,0.226
Conservative,144,-0.62,159.0,6981.0,0.05,0.214
Conservative,145,2.65,0.0,6981.0,0.05,0.254
Conservative,146,0.25,0.0,6981.0,0.05,0.291
Conservative,147,2.42,105.0,7086.0,0.05,0.277
Conservative,148,-0.26,0.0,7086.0,0.05,0.263
Conservative,149,0.47,358.0,7444.0,0.05,0.25
Conservative,150,-0.81,0.0,7444.0,0.05,0.237
Conservative,151,-0.48,0.0,7444.0,0.05,0.225
Conservative,152,1.48,184.0,7628.0,0.05,0.214
Conservative,153,-0.22,269.0,7897.0,0.05,0.203
Conservative,154,0.49,450.0,8347.0,0.05,0.193
Conservative,155,-1.02,0.0,8347.0,0.05,0.183
Conservative,156,-1.16,0.0,8347.0,0.05,0.174
Conservative,157,0.49,256.0,8603.0,0.05,0.166
Conservative,158,1.29,74.0,8677.0,0.05,0.157
Conservative,159,3.2,153.0,8830.0,0.05,0.149
Conservative,160,1.05,0.0,8830.0,0.05,0.192
Conservative,161,-0.66,84.0,8914.0,0.05,0.182
Conservative,162,-0.91,0.0,8914.0,0.05,0.173
Conservative,163,-0.38,79.0,8993.0,0.05,0.165
Conservative,164,-1.5,0.0,8993.0,0.05,0.156
Conservative,165,1.81,0.0,8993.0,0.05,0.199
Conservative,166,0.86,284.0,9277.0,0.05,0.189
Conservative,167,-0.15,0.0,9277.0,0.05,0.179
Conservative,168,1.21,0.0,9277.0,0.05,0.22
Conservative,169,1.04,111.0,9388.0,0.05,0.209
Conservative,170,0.14,0.0,9388.0,0.05,0.249
Conservative,171,0.17,233.0,9621.0,0.05,0.236
Conservative,172,0.1,0.0,9621.0,0.05,0.274
Conservative,173,0.34,0.0,9621.0,0.05,0.311
Conservative,174,-0.36,0.0,9621.0,0.05,0.295
Conservative,175,-0.08,0.0,9621.0,0.05,0.28
Conservative,176,0.91,0.0,9621.0,0.05,0.316
Conservative,177,-0.4,0.0,9621.0,0.05,0.301
Conservative,178,0.28,0.0,9621.0,0.05,0.336
Conservative,179,0.52,0.0,9621.0,0.05,0.369
Conservative,180,2.0,143.0,9764.0,0.05,0.35
Conservative,181,-0.05,406.0,10170.0,0.05,0.333
Conservative,182,0.04,0.0,10170.0,0.05,0.366
Conservative,183,-0.26,0.0,10170.0,0.05,0.348
Conservative,184,-0.82,0.0,10170.0,0.05,0.33
Conservative,185,-0.02,0.0,10170.0,0.05,0.314
Conservative,186,0.92,0.0,10170.0,0.05,0.348
Conservative,187,-0.97,0.0,10170.0,0.05,0.331
Conservative,188,-0.21,562.0,10732.0,0.05,0.314
Conservative,189,-0.19,0.0,10732.0,0.05,0.299
Conservative,190,-0.1,0.0,10732.0,0.05,0.284
Conservative,191,0.91,507.0,11239.0,0.05,0.269
Conservative,192,-0.12,173.0,11412.0,0.05,0.256
Conservative,193,1.13,28.0,11440.0,0.05,0.243
Conservative,194,1.48,0.0,11440.0,0.05,0.281
Conservative,195,0.98,81.0,11521.0,0.05,0.267
Conservative,196,-0.52,0.0,11521.0,0.05,0.254
Conservative,197,0.38,0.0,11521.0,0.05,0.291
Conservative,198,-0.69,22.0,11543.0,0.05,0.276
Conservative,199,0.42,0.0,11543.0,0.05,0.313
Conservative,200,0.23,0.0,11543.0,0.05,0.347
Conservative,201,-1.84,318.0,11861.0,0.05,0.33
Conservative,202,-0.31,0.0,11861.0,0.05,0.313
Conservative,203,-0.29,0.0,11861.0,0.05,0.297
Conservative,204,-0.29,0.0,11861.0,0.05,0.283
Conservative,205,-0.17,0.0,11861.0,0.05,0.268
Conservative,206,-0.89,354.0,12215.0,0.05,0.255
Conservative,207,0.47,258.0,12473.0,0.05,0.242
Conservative,208,0.19,0.0,12473.0,0.05,0.28
Conservative,209,-0.1,0.0,12473.0,0.05,0.266
Conservative,210,-1.56,133.0,12606.0,0.05,0.253
Conservative,211,-1.78,0.0,12606.0,0.05,0.24
Conservative,212,-0.57,0.0,12606.0,0.05,0.228
Conservative,213,-0.27,44.0,12650.0,0.05,0.217
Conservative,214,-2.09,21.0,12671.0,0.05,0.206
Conservative,215,0.13,0.0,12671.0,0.05,0.246
Conservative,216,0.26,156.0,12827.0,0.05,0.233
Conservative,217,-0.17,0.0,12827.0,0.05,0.222
Conservative,218,-0.73,0.0,12827.0,0.05,0.211
Conservative,219,-0.4,104.0,12931.0,0.05,0.2
Conservative,220,-0.25,0.0,12931.0,0.05,0.19
Conservative,221,-0.7,361.0,13292.0,0.05,0.181
Conservative,222,0.79,62.0,13354.0,0.05,0.172
Conservative,223,-0.26,0.0,13354.0,0.05,0.163
Conservative,224,-0.4,0.0,13354.0,0.05,0.155
Conservative,225,-1.06,128.0,13482.0,0.05,0.147
Conservative,226,-0.49,0.0,13482.0,0.05,0.14
Conservative,227,0.08,0.0,13482.0,0.05,0.183
Conservative,228,0.64,0.0,13482.0,0.05,0.224
Conservative,229,-0.0,0.0,13482.0,0.05,0.212
Conservative,230,-0.23,0.0,13482.0,0.05,0.202
Conservative,231,-1.04,0.0,13482.0,0.05,0.192
Conservative,232,0.34,0.0,13482.0,0.05,0.232
Conservative,233,0.78,158.0,13640.0,0.05,0.221
Conservative,234,0.33,134.0,13774.0,0.05,0.209
Conservative,235,-0.67,0.0,13774.0,0.05,0.199
Conservative,236,0.24,0.0,13774.0,0.05,0.239
Conservative,237,-0.22,0.0,13774.0,0.05,0.227
Conservative,238,-1.55,0.0,13774.0,0.05,0.216
Conservative,239,-0.32,0.0,13774.0,0.05,0.205
Conservative,240,-0.23,0.0,13774.0,0.05,0.195
Conservative,241,0.45,0.0,13774.0,0.05,0.235
Conservative,242,-0.12,31.0,13805.0,0.05,0.223
Conservative,243,-0.45,0.0,13805.0,0.05,0.212
Conservative,244,-0.39,350.0,14155.0,0.05,0.201
Conservative,245,0.51,49.0,14204.0,0.05,0.191
Conservative,246,-0.99,67.0,14271.0,0.05,0.182
Conservative,247,0.88,0.0,14271.0,0.05,0.223
Conservative,248,-0.34,0.0,14271.0,0.05,0.212
Conservative,249,-0.14,296.0,14567.0,0.05,0.201
Conservative,250,0.11,0.0,14567.0,0.05,0.241
ASM-Sigmoid,1,-1.46,0.0,0.0,0.05,0.0
ASM-Sigmoid,2,-0.9,0.0,0.0,0.05,0.0
ASM-Sigmoid,3,-0.19,171.0,171.0,0.05,0.0
ASM-Sigmoid,4,0.26,0.0,171.0,0.05,0.05
ASM-Sigmoid,5,-0.07,0.0,171.0,0.05,0.048
ASM-Sigmoid,6,0.37,293.0,464.0,0.05,0.045
ASM-Sigmoid,7,0.12,0.0,464.0,0.05,0.093
ASM-Sigmoid,8,-0.22,0.0,464.0,0.05,0.088
ASM-Sigmoid,9,-0.42,0.0,464.0,0.05,0.084
ASM-Sigmoid,10,-0.38,0.0,464.0,0.05,0.08
ASM-Sigmoid,11,0.38,96.0,560.0,0.05,0.076
ASM-Sigmoid,12,0.05,0.0,560.0,0.05,0.122
ASM-Sigmoid,13,-0.97,0.0,560.0,0.05,0.116
ASM-Sigmoid,14,-0.73,0.0,560.0,0.05,0.11
ASM-Sigmoid,15,-0.1,0.0,560.0,0.05,0.104
ASM-Sigmoid,16,-0.15,0.0,560.0,0.05,0.099
ASM-Sigmoid,17,1.6,0.0,560.0,0.05,0.144
ASM-Sigmoid,18,-0.3,0.0,560.0,0.05,0.137
ASM-Sigmoid,19,-0.06,0.0,560.0,0.05,0.13
ASM-Sigmoid,20,-0.78,0.0,560.0,0.05,0.124
ASM-Sigmoid,21,-0.48,0.0,560.0,0.05,0.118
ASM-Sigmoid,22,0.53,0.0,560.0,0.05,0.162
ASM-Sigmoid,23,0.2,0.0,560.0,0.05,0.204
ASM-Sigmoid,24,-0.18,0.0,560.0,0.05,0.193
ASM-Sigmoid,25,0.13,0.0,560.0,0.05,0.234
ASM-Sigmoid,26,-0.53,0.0,560.0,0.05,0.222
ASM-Sigmoid,27,-0.69,0.0,560.0,0.05,0.211
ASM-Sigmoid,28,-0.46,104.0,664.0,0.05,0.2
ASM-Sigmoid,29,0.02,379.0,1043.0,0.05,0.19
ASM-Sigmoid,30,3.75,0.0,1043.0,0.05,0.231
ASM-Sigmoid,31,-0.46,0.0,1043.0,0.05,0.219
ASM-Sigmoid,32,-0.8,0.0,1043.0,0.05,0.208
ASM-Sigmoid,33,-0.18,0.0,1043.0,0.05,0.198
ASM-Sigmoid,34,-0.97,59.0,1102.0,0.05,0.188
ASM-Sigmoid,35,1.15,0.0,1102.0,0.05,0.229
ASM-Sigmoid,36,-0.11,0.0,1102.0,0.05,0.217
ASM-Sigmoid,37,-0.47,0.0,1102.0,0.05,0.206
ASM-Sigmoid,38,-1.17,0.0,1102.0,0.05,0.196
ASM-Sigmoid,39,-0.18,0.0,1102.0,0.05,0.186
ASM-Sigmoid,40,-0.79,291.0,1393.0,0.05,0.177
ASM-Sigmoid,41,-0.28,0.0,1393.0,0.05,0.168
ASM-Sigmoid,42,0.06,0.0,1393.0,0.05,0.21
ASM-Sigmoid,43,0.33,0.0,1393.0,0.05,0.249
ASM-Sigmoid,44,-0.93,0.0,1393.0,0.05,0.237
ASM-Sigmoid,45,-1.84,256.0,1649.0,0.05,0.225
ASM-Sigmoid,46,-0.8,67.0,1716.0,0.05,0.214
ASM-Sigmoid,47,-0.1,0.0,1716.0,0.05,0.203
ASM-Sigmoid,48,-0.39,0.0,1716.0,0.05,0.193
ASM-Sigmoid,49,-0.51,0.0,1716.0,0.05,0.183
ASM-Sigmoid,50,1.87,0.0,1716.0,0.05,0.224
ASM-Sigmoid,51,-0.09,93.0,1809.0,0.06,0.213
ASM-Sigmoid,52,0.06,71.0,1880.0,0.059,0.202
ASM-Sigmoid,53,1.67,0.0,1880.0,0.058,0.242
ASM-Sigmoid,54,0.14,0.0,1880.0,0.062,0.28
ASM-Sigmoid,55,0.22,0.0,1880.0,0.068,0.316
ASM-Sigmoid,56,0.66,0.0,1880.0,0.075,0.35
ASM-Sigmoid,57,-0.15,0.0,1880.0,0.084,0.333
ASM-Sigmoid,58,-0.99,0.0,1880.0,0.079,0.316
ASM-Sigmoid,59,-0.34,0.0,1880.0,0.075,0.3
ASM-Sigmoid,60,0.38,0.0,1880.0,0.071,0.335
ASM-Sigmoid,61,1.41,0.0,1880.0,0.08,0.368
ASM-Sigmoid,62,0.26,34.0,1914.0,0.09,0.35
ASM-Sigmoid,63,-0.65,0.0,1914.0,0.084,0.333
ASM-Sigmoid,64,-0.49,0.0,1914.0,0.079,0.316
ASM-Sigmoid,65,-0.39,127.0,2041.0,0.075,0.3
ASM-Sigmoid,66,-0.79,0.0,2041.0,0.071,0.285
ASM-Sigmoid,67,-0.28,0.0,2041.0,0.069,0.271
ASM-Sigmoid,68,-0.12,0.0,2041.0,0.066,0.257
ASM-Sigmoid,69,1.53,0.0,2041.0,0.064,0.294
ASM-Sigmoid,70,0.59,23.0,2064.0,0.07,0.28
ASM-Sigmoid,71,-0.07,0.0,2064.0,0.068,0.266
ASM-Sigmoid,72,0.94,47.0,2111.0,0.065,0.252
ASM-Sigmoid,73,-0.73,0.0,2111.0,0.064,0.24
ASM-Sigmoid,74,1.27,0.0,2111.0,0.062,0.278
ASM-Sigmoid,75,1.14,216.0,2327.0,0.067,0.264
ASM-Sigmoid,76,-0.09,0.0,2327.0,0.065,0.251
ASM-Sigmoid,77,-0.88,0.0,2327.0,0.063,0.238
ASM-Sigmoid,78,-2.34,0.0,2327.0,0.062,0.226
ASM-Sigmoid,79,-0.29,0.0,2327.0,0.06,0.215
ASM-Sigmoid,80,-0.48,0.0,2327.0,0.059,0.204
ASM-Sigmoid,81,1.58,104.0,2431.0,0.058,0.194
ASM-Sigmoid,82,-0.27,0.0,2431.0,0.058,0.184
ASM-Sigmoid,83,-0.26,202.0,2633.0,0.057,0.175
ASM-Sigmoid,84,-0.99,0.0,2633.0,0.056,0.166
ASM-Sigmoid,85,1.84,114.0,2747.0,0.056,0.158
ASM-Sigmoid,86,-1.48,0.0,2747.0,0.055,0.15
ASM-Sigmoid,87,0.97,0.0,2747.0,0.055,0.193
ASM-Sigmoid,88,0.58,0.0,2747.0,0.058,0.233
ASM-Sigmoid,89,-0.39,284.0,3031.0,0.061,0.221
ASM-Sigmoid,90,0.3,0.0,3031.0,0.06,0.26
ASM-Sigmoid,91,0.38,0.0,3031.0,0.065,0.297
ASM-Sigmoid,92,0.55,23.0,3054.0,0.071,0.282
ASM-Sigmoid,93,-0.19,0.0,3054.0,0.068,0.268
ASM-Sigmoid,94,1.34,0.0,3054.0,0.066,0.305
ASM-Sigmoid,95,-0.09,246.0,3300.0,0.072,0.29
ASM-Sigmoid,96,-0.27,0.0,3300.0,0.069,0.275
ASM-Sigmoid,97,-0.29,0.0,3300.0,0.067,0.261
ASM-Sigmoid,98,0.07,0.0,3300.0,0.065,0.298
ASM-Sigmoid,99,-0.93,0.0,3300.0,0.071,0.283
ASM-Sigmoid,100,0.02,0.0,3300.0,0.068,0.319
ASM-Sigmoid,101,-0.6,0.0,3300.0,0.076,0.303
ASM-Sigmoid,102,0.49,0.0,3300.0,0.072,0.338
ASM-Sigmoid,103,-0.64,0.0,3300.0,0.081,0.321
ASM-Sigmoid,104,0.32,515.0,3815.0,0.076,0.305
ASM-Sigmoid,105,2.2,215.0,4030.0,0.072,0.29
ASM-Sigmoid,106,-1.09,0.0,4030.0,0.069,0.275
ASM-Sigmoid,107,-1.66,0.0,4030.0,0.067,0.262
ASM-Sigmoid,108,-0.54,0.0,4030.0,0.065,0.249
ASM-Sigmoid,109,-0.44,178.0,4208.0,0.063,0.236
ASM-Sigmoid,110,-0.35,0.0,4208.0,0.062,0.224
ASM-Sigmoid,111,-2.05,0.0,4208.0,0.06,0.213
ASM-Sigmoid,112,-0.61,0.0,4208.0,0.059,0.202
ASM-Sigmoid,113,-0.65,0.0,4208.0,0.058,0.192
ASM-Sigmoid,114,-0.23,0.0,4208.0,0.058,0.183
ASM-Sigmoid,115,1.48,0.0,4208.0,0.057,0.224
ASM-Sigmoid,116,0.49,0.0,4208.0,0.06,0.262
ASM-Sigmoid,117,-1.05,0.0,4208.0,0.065,0.249
ASM-Sigmoid,118,0.16,0.0,4208.0,0.063,0.287
ASM-Sigmoid,119,-0.18,0.0,4208.0,0.069,0.272
ASM-Sigmoid,120,0.77,0.0,4208.0,0.066,0.309
ASM-Sigmoid,121,0.68,0.0,4208.0,0.073,0.343
ASM-Sigmoid,122,1.49,0.0,4208.0,0.082,0.376
ASM-Sigmoid,123,-1.3,0.0,4208.0,0.093,0.357
ASM-Sigmoid,124,-1.0,0.0,4208.0,0.087,0.34
ASM-Sigmoid,125,-1.08,0.0,4208.0,0.081,0.323
ASM-Sigmoid,126,0.09,0.0,4208.0,0.076,0.356
ASM-Sigmoid,127,0.93,7.0,4215.0,0.086,0.339
ASM-Sigmoid,128,0.04,0.0,4215.0,0.081,0.372
ASM-Sigmoid,129,0.01,0.0,4215.0,0.092,0.403
ASM-Sigmoid,130,2.61,61.0,4276.0,0.105,0.383
ASM-Sigmoid,131,-0.02,0.0,4276.0,0.096,0.364
ASM-Sigmoid,132,-0.85,0.0,4276.0,0.089,0.346
ASM-Sigmoid,133,1.44,0.0,4276.0,0.083,0.378
ASM-Sigmoid,134,0.28,75.0,4351.0,0.094,0.359
ASM-Sigmoid,135,-0.23,0.0,4351.0,0.087,0.341
ASM-Sigmoid,136,-0.51,77.0,4428.0,0.082,0.324
ASM-Sigmoid,137,0.07,219.0,4647.0,0.077,0.308
ASM-Sigmoid,138,0.23,0.0,4647.0,0.073,0.343
ASM-Sigmoid,139,-1.74,0.0,4647.0,0.082,0.326
ASM-Sigmoid,140,-0.62,0.0,4647.0,0.077,0.309
ASM-Sigmoid,141,-0.91,115.0,4762.0,0.073,0.294
ASM-Sigmoid,142,-0.19,236.0,4998.0,0.07,0.279
ASM-Sigmoid,143,-0.95,0.0,4998.0,0.067,0.265
ASM-Sigmoid,144,-1.38,0.0,4998.0,0.065,0.252
ASM-Sigmoid,145,-0.22,0.0,4998.0,0.063,0.239
ASM-Sigmoid,146,0.3,0.0,4998.0,0.062,0.277
ASM-Sigmoid,147,-1.58,56.0,5054.0,0.067,0.264
ASM-Sigmoid,148,0.66,178.0,5232.0,0.065,0.25
ASM-Sigmoid,149,-0.45,23.0,5255.0,0.063,0.238
ASM-Sigmoid,150,1.3,0.0,5255.0,0.062,0.276
ASM-Sigmoid,151,1.33,0.0,5255.0,0.067,0.312
ASM-Sigmoid,152,0.23,0.0,5255.0,0.074,0.347
ASM-Sigmoid,153,-0.0,0.0,5255.0,0.083,0.329
ASM-Sigmoid,154,-1.06,0.0,5255.0,0.078,0.313
ASM-Sigmoid,155,0.52,26.0,5281.0,0.074,0.297
ASM-Sigmoid,156,-0.52,0.0,5281.0,0.071,0.282
ASM-Sigmoid,157,-1.15,58.0,5339.0,0.068,0.268
ASM-Sigmoid,158,-0.01,0.0,5339.0,0.066,0.255
ASM-Sigmoid,159,-1.18,0.0,5339.0,0.064,0.242
ASM-Sigmoid,160,1.78,0.0,5339.0,0.062,0.28
ASM-Sigmoid,161,-0.39,132.0,5471.0,0.068,0.266
ASM-Sigmoid,162,-0.34,179.0,5650.0,0.065,0.253
ASM-Sigmoid,163,0.22,108.0,5758.0,0.064,0.24
ASM-Sigmoid,164,-0.06,0.0,5758.0,0.062,0.228
ASM-Sigmoid,165,0.78,328.0,6086.0,0.061,0.217
ASM-Sigmoid,166,-0.46,0.0,6086.0,0.06,0.206
ASM-Sigmoid,167,-0.85,0.0,6086.0,0.059,0.195
ASM-Sigmoid,168,-2.56,0.0,6086.0,0.058,0.186
ASM-Sigmoid,169,-2.38,0.0,6086.0,0.057,0.176
ASM-Sigmoid,170,-0.83,0.0,6086.0,0.056,0.168
ASM-Sigmoid,171,-2.44,113.0,6199.0,0.056,0.159
ASM-Sigmoid,172,-0.37,127.0,6326.0,0.055,0.151
ASM-Sigmoid,173,-0.8,0.0,6326.0,0.055,0.144
ASM-Sigmoid,174,-0.2,0.0,6326.0,0.055,0.136
ASM-Sigmoid,175,-1.16,0.0,6326.0,0.054,0.13
ASM-Sigmoid,176,-0.43,0.0,6326.0,0.054,0.123
ASM-Sigmoid,177,-0.1,252.0,6578.0,0.054,0.117
ASM-Sigmoid,178,0.51,131.0,6709.0,0.054,0.111
ASM-Sigmoid,179,-0.81,116.0,6825.0,0.053,0.106
ASM-Sigmoid,180,-0.14,72.0,6897.0,0.053,0.1
ASM-Sigmoid,181,0.65,0.0,6897.0,0.053,0.145
ASM-Sigmoid,182,0.23,145.0,7042.0,0.055,0.138
ASM-Sigmoid,183,-0.43,3.0,7045.0,0.054,0.131
ASM-Sigmoid,184,-0.2,0.0,7045.0,0.054,0.125
ASM-Sigmoid,185,-0.86,0.0,7045.0,0.054,0.118
ASM-Sigmoid,186,-2.35,47.0,7092.0,0.054,0.112
ASM-Sigmoid,187,0.22,0.0,7092.0,0.053,0.157
ASM-Sigmoid,188,-0.82,17.0,7109.0,0.055,0.149
ASM-Sigmoid,189,-0.45,0.0,7109.0,0.055,0.142
ASM-Sigmoid,190,0.21,0.0,7109.0,0.055,0.184
ASM-Sigmoid,191,0.3,0.0,7109.0,0.057,0.225
ASM-Sigmoid,192,-0.37,0.0,7109.0,0.06,0.214
ASM-Sigmoid,193,-0.38,25.0,7134.0,0.059,0.203
ASM-Sigmoid,194,-0.04,0.0,7134.0,0.058,0.193
ASM-Sigmoid,195,-0.06,0.0,7134.0,0.058,0.183
ASM-Sigmoid,196,0.08,0.0,7134.0,0.057,0.224
ASM-Sigmoid,197,0.44,0.0,7134.0,0.06,0.263
